INDIKATOR_ID,INDIKATOR_NAME,EINHEIT_LANG,QUELLE,BESCHREIBUNG
1151,216 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1152,217 Schulliegenschaften [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schulliegenschaften
1153,218 Volksschule Sonstiges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Volksschule Sonstiges
1154,219 Schulverwaltung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schulverwaltung
1155,220-229 Sonderschulung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Sonderschulung
1156,230-239 Berufsbildung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Berufsbildung
1157,240-249 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1158,250-259 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1159,260-269 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Rechtschutz und Sicherheit
1160,270-279 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1161,280-289 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1163,29x Bildungswesen Übriges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Bildungswesen Übriges
1164,30x Kulturförderung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kulturförderung
1165,"31x Denkmalpflege, Heimatschutz [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Denkmalpflege, Heimatschutz"
1166,32x Massenmedien [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Massenmedien
1167,"33x Parkanlagen, Wanderwege [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Parkanlagen, Wanderwege"
1168,34x Sport [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Sport
1169,35x Übrige Freizeit [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für übrige Freizeit
1170,39x Kirche [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kirche
1171,40x Spitäler [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Spitäler
1172,41x Kranken- und Pflegeheime [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kranken- und Pflegeheime
1173,42x/3x [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1174,44x Ambulante Krankenpflege [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für ambulante Krankenpflege
1175,45x Krankheitsbekämpfung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Krankheitsbekämpfung
1176,46x Schulgesundheitsdienst [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schulgesundheitsdienst
1177,47x Lebensmittelkontrolle [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Lebensmittelkontrolle
1178,49x Gesundheitswesen Übriges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gesundheitswesen Übriges
1179,50x Sozialversicherungen Allgemeines [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Sozialversicherungen Allgemeines
1180,52x Krankenversicherungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Krankenversicherungen
1181,53x Zusatzleistungen AHV/IV [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Zusatzleistungen AHV/IV
1182,54x Jugend [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Jugend
1183,55x Invalidität [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Invalidität
1184,56x Sozialer Wohnungsbau [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für sozialer Wohnungsbau
1185,57x Altersheime [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Altersheime
1186,580 Gesetzliche wirtschaftliche Hilfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für gesetzliche wirtschaftliche Hilfe
1187,581 Freiwillige wirtschaftliche Hilfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für freiwillige wirtschaftliche Hilfe
1188,582 Arbeitslosenhilfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Arbeitslosenunterstützung
1189,583-585 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1190,586 Beschäftigungsprogramm für Arbeitslose [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Arbeitsprogramme für Arbeitslose
1191,587 Betreuung Suchtabhängiger [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Betreuung Suchtabhängiger
1192,588 Asylbewerberbetreuung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Asylbewerberbetreuung
1193,589 Soziale Wohlfahrt Übriges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für soziale Wohlfahrt Übriges
1194,59x Hilfsaktionen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Hilfsaktionen
1195,61x Staatsstrassen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Staatsstrassen
1035,Finanzausgleichsbeiträge Zwischentotal [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Gesamte Beiträge des Finanzausgleichs ohne Beiträge des Übergangsausgleichs und ohne Beiträge des individuellen Sonderlastenausgleichs
1297,30x Kulturförderung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kulturförderung
1298,"31x Denkmalpflege, Heimatschutz [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Denkmalpflege, Heimatschutz"
1299,32x Massenmedien [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Massenmedien
1300,"33x Parkanlagen, Wanderwege [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Parkanlagen, Wanderwege"
1301,34x Sport [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Sport
1302,35x Übrige Freizeit [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für übrige Freizeit
1303,39x Kirche [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kirche
1304,40x Spitäler [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Spitäler
1305,41x Kranken- und Pflegeheime [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kranken- und Pflegeheime
1306,42x/3x [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1307,44x Ambulante Krankenpflege [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für ambulante Krankenpflege
1308,45x Krankheitsbekämpfung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Krankheitsbekämpfung
1309,46x Schulgesundheitsdienst [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schulgesundheitsdienst
1310,47x Lebensmittelkontrolle [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Lebensmittelkontrolle
1311,49x Gesundheitswesen Übriges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gesundheitswesen Übriges
1312,50x Sozialversicherungen Allgemeines [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Sozialversicherungen Allgemeines
1313,52x Krankenversicherungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Krankenversicherungen
1314,53x Zusatzleistungen AHV/IV [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Zusatzleistungen AHV/IV
1315,54x Jugend [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Jugend
1316,55x Invalidität [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Invalidität
1317,56x Sozialer Wohnungsbau [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für sozialer Wohnungsbau
1318,57x Altersheime [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Altersheime
1319,580 Gesetzliche wirtschaftliche Hilfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für gesetzliche wirtschaftliche Hilfe
1320,581 Freiwillige wirtschaftliche Hilfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für freiwillige wirtschaftliche Hilfe
1321,582 Arbeitslosenhilfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Arbeitslosenunterstützung
1322,583-585 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1323,586 Beschäftigungsprogramm für Arbeitslose [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Arbeitsprogramme für Arbeitslose
1324,587 Betreuung Suchtabhängiger [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Betreuung Suchtabhängiger
1325,588 Asylbewerberbetreuung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Asylbewerberbetreuung
1326,589 Soziale Wohlfahrt Übriges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für soziale Wohlfahrt Übriges
1327,59x Hilfsaktionen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Hilfsaktionen
1328,61x Staatsstrassen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Staatsstrassen
1329,62x Gemeindestrassen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gemeindestrassen
1330,63x Privatstrassen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Privatstrassen
1331,64x Bundesbahnen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Bundesbahnen
1332,65x Regionalverkehr [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Regionalverkehr
1333,66x Schifffahrt [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schifffahrt
1334,700 Wasserversorgung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Wasserversorgung
1335,701-709 Wasser [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Wasser
1336,71x Abwasser [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Abwasser
1337,72x Abfall [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Abfall
1338,73x Schlachthöfe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schlachthöfe
1339,74x Friedhöfe und Bestattungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Friedhöfe und Bestattungen
1340,75x Gewässerunterhalt und -verbauungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gewässerunterhalt und -verbauungen
1341,77x Naturschutz [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Naturschutz
1342,78x Übriger Umweltschutz [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für übriger Umweltschutz
1343,79x Raumplanung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Raumordnung
1344,80x Landwirtschaft [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Landwirtschaft
1345,81x Forstwesen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Forstwesen
1346,82x Jagd und Fischerei [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Jagd und Fischerei
1347,"83x Tourismus, kommunale Werbung [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Tourismus, kommunale Werbung"
1348,"84x Beiträge Industrie, Gewerbe, Handel [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Beiträge Industrie Gewerbe, Handel"
1349,860 Energieversorgung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Energieversorgung
1350,861 Elektrizitätswerk - Elektrizitätsnetz [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Elektrizitätswerk - Elektrizitätsnetz
1351,862 Gasversorgung [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gasversorgung
1352,863 Fernwärme [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Fernwärme
1353,864 [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1354,865 Elektrizitätswerk - Stromhandel und Übriges [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Elektrizitätswerk - Stromhandel und Übriges
1402,"866 Energie, Übriges [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Energie, Übriges"
1355,"869 Energie, Übriges [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoinvestitionen für Energie, Übriges"
1356,87x Sonstige Gemeindebetriebe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für sonstige Gemeindebetriebe
1403,940 Kapitaldienst [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwand für Kapitaldienst
1357,942 Grundeigentum Finanzvermögen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Grundeigentum Finanzvermögen
1404,943 Gutsbetriebe [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwand für Gutsbetriebe
1358,997 Abschluss Zweckverband [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Abschluss Zweckverbände
1359,999 Abschluss [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Abschluss
1360,10 Finanzvermögen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Finanzvermögens
1361,11 Verwaltungsvermögen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Verwaltungsvermögens
1362,12 Vorschüsse an Spezialfinanzierungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Vorschüsse für Spezialfinanzierungen
1363,13 Bilanzfehlbetrag [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Bilanzfehlbetrags
1364,20 Fremdkapital [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Fremdkapitals
16,Zinsbelastungsanteil [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Verschuldung. Der Zinsbelastungsanteil zeigt die Auswirkung der Verschuldung auf die Erfolgsrechnung unter Einbezug des aktuellen Zinsumfelds. Werte für den Zinsbelastungsanteil unter 2% gelten als tief, Werte zwischen 2% und 5% als mittel, Werte zwischen 5% und 8% als hoch und Werte über 8% als sehr hoch.

"
1365,21 Verrechnungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen
1366,22 Verpflichtungen für Spezialfinanzierungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verpflichtungen für Spezialfinanzierungen
1367,23 Eigenkapital [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Eigenkapials
1368,100 Flüssige Mittel [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der flüssigen Mittel
1369,101 Guthaben [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Guthaben
1370,102 Anlagen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Anlagen
1371,103 Transitorische Aktiven [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der transitorischen Aktiven
1372,114 Sachgüter Verwaltungsvermögen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Sachgüter Verwaltungsvermögen
1373,115 Darlehen und Beteiligungen VV [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Darlehen und Beteiligungen Verwaltungsvermögen
1374,116 Investitionsbeiträge Verwaltungsvermögen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Investitionsbeiträge Verwaltungsvermögen
1375,117 Übrige aktivierte Ausgaben VV [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der übrigen aktivierten Ausgaben Verwaltungsvermögen
1376,128 Vorschüsse für Spezialfinanzierungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Vorschüsse für Spezialfinanzierung
1377,139 Bilanzfehlbetrag [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Bilanzfehlbetrags
1378,200 Laufende Verpflichtungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der laufenden Verpflichtungen
1379,201 Kurzfristige Schulden [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der kurzfristigen Schulden
1380,202 Langfristige Schulden [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der langfristigen Schulden
1381,203 Verpflichtungen für Sonderrechnungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verpflichtungen für Sonderrechnungen
1382,204 Rückstellungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Rückstellungen
1383,205 Transitorische Passiven [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der transitorischen Passiven
1384,210 Steuern Rechnungsjahr [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Steuern Rechungsjahr
1385,211 Steuern Vorjahr [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Steuern Vorjahr
